,title,price,address,details,builder,link,promo_title1,promo_content1,promo_title2,,promo_content2
288,"2323 Bay Minette Station. Apex, NC 27502 ","From $503,625","2323 Bay Minette Station. Apex, NC 27502","4 Br | 3.5 Ba | 2 Gr | 2,227 sq ft",M/I Homes,https://www.newhomesource.com/specdetail/2323-bay-minette-station-apex-nc-27502/2804884,Built for Great Rates in Friendship Station Townhomes,"For a limited time in Friendship Station Townhomes, you can secure a 1/0 buydown with first-year rates as low as 4.375%* / 6.128% APR* on a 30-year FHA loan when you close on your new home by March 31, 2025.",,,
289,"Rockingham | Fuquay Varina, NC | Fuquay Varina, NC","From $433,990","Rockingham | Fuquay Varina, NC","4 Br | 3 Ba | 2,486 sq ft",Pulte Homes,https://www.newhomesource.com/plan/rockingham-pulte-homes-fuquay-varina-nc/3195111,"$2,000 Incentive for Hometown Heroes!*",,,,
290,"2370 Bay Minette Station. Apex, NC 27502 ","From $499,999","2370 Bay Minette Station. Apex, NC 27502","4 Br | 3.5 Ba | 2 Gr | 2,227 sq ft",M/I Homes,https://www.newhomesource.com/specdetail/2370-bay-minette-station-apex-nc-27502/2784058,Built for Great Rates in Friendship Station Townhomes,"For a limited time in Friendship Station Townhomes, you can secure a 1/0 buydown with first-year rates as low as 4.375%* / 6.128% APR* on a 30-year FHA loan when you close on your new home by March 31, 2025.",,,
291,"213 Ribbon Rail Street. Fuquay Varina, NC 27526 ","From $452,990","213 Ribbon Rail Street. Fuquay Varina, NC 27526","4 Br | 3 Ba | 2 Gr | 2,486 sq ft",Pulte Homes,https://www.newhomesource.com/specdetail/213-ribbon-rail-street-fuquay-varina-nc-27526/2892680,"$2,000 Incentive for Hometown Heroes!*",,,,
292,"2735 Hunter Woods Drive. Apex, NC 27502 ","From $500,195","2735 Hunter Woods Drive. Apex, NC 27502","4 Br | 3.5 Ba | 2 Gr | 2,214 sq ft",M/I Homes,https://www.newhomesource.com/specdetail/2735-hunter-woods-drive-apex-nc-27502/2831399,Built for Great Rates in Friendship Station Townhomes,"For a limited time in Friendship Station Townhomes, you can secure a 1/0 buydown with first-year rates as low as 4.375%* / 6.128% APR* on a 30-year FHA loan when you close on your new home by March 31, 2025.",,,
293,"2360 Bay Minette Station. Apex, NC 27502 ","From $499,999","2360 Bay Minette Station. Apex, NC 27502","4 Br | 3.5 Ba | 2 Gr | 2,227 sq ft",M/I Homes,https://www.newhomesource.com/specdetail/2360-bay-minette-station-apex-nc-27502/2786393,Built for Great Rates in Friendship Station Townhomes,"For a limited time in Friendship Station Townhomes, you can secure a 1/0 buydown with first-year rates as low as 4.375%* / 6.128% APR* on a 30-year FHA loan when you close on your new home by March 31, 2025.",,,
294,"2719 Hunter Woods Drive. Apex, NC 27502 ","From $499,315","2719 Hunter Woods Drive. Apex, NC 27502","4 Br | 3.5 Ba | 2 Gr | 2,214 sq ft",M/I Homes,https://www.newhomesource.com/specdetail/2719-hunter-woods-drive-apex-nc-27502/2879642,Built for Great Rates in Friendship Station Townhomes,"For a limited time in Friendship Station Townhomes, you can secure a 1/0 buydown with first-year rates as low as 4.375%* / 6.128% APR* on a 30-year FHA loan when you close on your new home by March 31, 2025.",,,
295,"Ashford | Wake Forest, NC | Wake Forest, NC","From $487,999","Ashford | Wake Forest, NC","4 Br | 2.5 Ba | 2 Gr | 2,700 sq ft",Taylor Morrison,https://www.newhomesource.com/plan/ashford-taylor-morrison-wake-forest-nc/2523216,Reduced rates are here. Save Now!,Reduced rates just dropped: Conventional 30-year fixed rate 5.49% / 5.57% APR*,,,
296,"964 Myers Point Drive. Morrisville, NC 27560 ","From $799,990","964 Myers Point Drive. Morrisville, NC 27560","4 Br | 3.5 Ba | 2 Gr | 3,382 sq ft",Baker Residential,https://www.newhomesource.com/specdetail/964-myers-point-drive-morrisville-nc-27560/2833981,,,,,
297,"Harris | Fuquay Varina, NC | Fuquay Varina, NC","From $402,990","Harris | Fuquay Varina, NC","3 Br | 2.5 Ba | 2 Gr | 2,052 sq ft",Pulte Homes,https://www.newhomesource.com/plan/harris-pulte-homes-fuquay-varina-nc/3028372,"$2,000 Incentive for Hometown Heroes!*",,FHA 30-Year Fixed Rate of 4.99%/5.375% APR*,,
298,"2122 Opulent Oaks Ln. Durham, NC 27713 ","From $479,900","2122 Opulent Oaks Ln. Durham, NC 27713","4 Br | 3.5 Ba | 2 Gr | 2,245 sq ft",Toll Brothers,https://www.newhomesource.com/specdetail/2122-opulent-oaks-ln-durham-nc-27713/2767666,"Toll Brothers National Sales Event-Limited-Time Incentives*, extended through 2/17/25.","Don't miss this opportunity for special savings now to make the most of your new Toll Brothers home. Choose from a wide selection of move-in ready homes, homes nearing completion, or home designs ready to be built for you. Find your new home today.",,,
299,"248 Broomside Ave. Raleigh, NC 27603 ","From $359,990","248 Broomside Ave. Raleigh, NC 27603","3 Br | 2.5 Ba | 1 Gr | 1,558 sq ft",Pulte Homes,https://www.newhomesource.com/specdetail/248-broomside-ave-raleigh-nc-27603/2864925,"$2,000 Incentive for Hometown Heroes!*",,,,
300,"2313 Calluna Court. Fuquay Varina, NC 27526 ","From $622,260","2313 Calluna Court. Fuquay Varina, NC 27526","3 Br | 2 Ba | 2 Gr | 2,099 sq ft",Del Webb,https://www.newhomesource.com/specdetail/2313-calluna-court-fuquay-varina-nc-27526/2834795,5.5%/5.825% APR 30-Year Fixed Rate*,,"$2,000 Incentive for Hometown Heroes!*",,
301,"Shenandoah | Angier, NC | Angier, NC","From $393,900","Shenandoah | Angier, NC","4 Br | 2.5 Ba | 2 Gr | 2,567 sq ft",Mattamy Homes,https://www.newhomesource.com/plan/shenandoah-mattamy-homes-angier-nc/2868033,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
302,"3181 Mission Olive Place. New Hill, NC 27562 ","From $467,990","3181 Mission Olive Place. New Hill, NC 27562","3 Br | 2.5 Ba | 1 Gr | 1,892 sq ft",M/I Homes,https://www.newhomesource.com/specdetail/3181-mission-olive-place-new-hill-nc-27562/2794043,Built for You,"M/I Homes is built for you, offering savings, financial flexibility, and lower payments. For a limited time, enjoy up to $25,000 in paid closing costs on select Quick Move-In homes.",,,
303,"283 White Birch Lane. Angier, NC 27501 ","From $339,000","283 White Birch Lane. Angier, NC 27501","3 Br | 2 Ba | 2 Gr | 1,648 sq ft",Meritage Homes,https://www.newhomesource.com/specdetail/283-white-birch-lane-angier-nc-27501/2770899,Love Where You Live,"We want you to find a home you'll love for years to come. That's why we're offering up to $25,000 in flexible financing incentives that can be used to buy down your rate, cover your closing costs or a mixture of both. T&Cs apply.",,,
304,"Raritan | Raleigh, NC | Raleigh, NC","From $410,990","Raritan | Raleigh, NC","3 Br | 2.5 Ba | 2 Gr | 1,861 sq ft",Pulte Homes,https://www.newhomesource.com/plan/raritan-pulte-homes-raleigh-nc/2656668,"$2,000 Incentive for Hometown Heroes!*",,,,
305,"Newport | Apex, NC | Apex, NC","From $725,999","Newport | Apex, NC","3 Br | 3 Ba | 2 Gr | 2,831 sq ft",Taylor Morrison,https://www.newhomesource.com/plan/newport-taylor-morrison-apex-nc/2714139,Reduced rates are here. Save Now!,Reduced rates just dropped: Conventional 30-year fixed rate 5.49% / 5.57% APR*,,,
306,"The Redbud | Angier, NC | Angier, NC","From $359,900","The Redbud | Angier, NC","3 Br | 2 Ba | 2 Gr | 1,846 sq ft",Chesapeake Homes,https://www.newhomesource.com/plan/the-redbud-chesapeake-homes-angier-nc/2879545,We're Proud to Support Our Hometown Heroes,"This is why we offer special incentives for all school teachers, first responders, all active and retired military, and medical personnel¡­ enjoy $1000 in FREE Options with your purchase of one of our quality homes!",,,
307,"2323 Bay Minette Station. Apex, NC 27502 ","From $503,625","2323 Bay Minette Station. Apex, NC 27502","4 Br | 3.5 Ba | 2 Gr | 2,227 sq ft",M/I Homes,https://www.newhomesource.com/specdetail/2323-bay-minette-station-apex-nc-27502/2804884,Built for Great Rates in Friendship Station Townhomes,"For a limited time in Friendship Station Townhomes, you can secure a 1/0 buydown with first-year rates as low as 4.375%* / 6.128% APR* on a 30-year FHA loan when you close on your new home by March 31, 2025.",,,
308,"11548 Helmond Way 114. Raleigh, NC 27617 ","From $479,900","11548 Helmond Way 114. Raleigh, NC 27617","2 Br | 2 Ba | 2 Gr | 1,545 sq ft",Toll Brothers,https://www.newhomesource.com/specdetail/11548-helmond-way-114-raleigh-nc-27617/2666316,"Toll Brothers National Sales Event-Limited-Time Incentives*, extended through 2/17/25.","Don't miss this opportunity for special savings now to make the most of your new Toll Brothers home. Choose from a wide selection of move-in ready homes, homes nearing completion, or home designs ready to be built for you. Find your new home today.",,,
309,"1256 Hardin Hill Lane. Knightdale, NC 27545 ","From $554,999","1256 Hardin Hill Lane. Knightdale, NC 27545","5 Br | 5.5 Ba | 2 Gr | 3,080 sq ft",Taylor Morrison,https://www.newhomesource.com/specdetail/1256-hardin-hill-lane-knightdale-nc-27545/2884220,Reduced rates are here. Save Now!,Reduced rates just dropped: Conventional 30-year fixed rate 5.49% / 5.57% APR*,,,
310,"Rockbridge | Knightdale, NC | Knightdale, NC","From $421,995","Rockbridge | Knightdale, NC","3 Br | 3.5 Ba | 2 Gr | 2,265 sq ft",Toll Brothers,https://www.newhomesource.com/plan/rockbridge-toll-brothers-knightdale-nc/2936772,"Toll Brothers National Sales Event-Limited-Time Incentives*, extended through 2/17/25.","Don't miss this opportunity for special savings now to make the most of your new Toll Brothers home. Choose from a wide selection of move-in ready homes, homes nearing completion, or home designs ready to be built for you. Find your new home today.",,,
311,"Prestige | Fuquay Varina, NC | Fuquay Varina, NC","From $511,990","Prestige | Fuquay Varina, NC","2 Br | 2.5 Ba | 2 Gr | 1,987 sq ft",Del Webb,https://www.newhomesource.com/plan/prestige-del-webb-fuquay-varina-nc/1772854,5.5%/5.825% APR 30-Year Fixed Rate*,,"$2,000 Incentive for Hometown Heroes!*",,
312,"281 Logan Creek Drive. Zebulon, NC 27597 ","From $384,990","281 Logan Creek Drive. Zebulon, NC 27597","4 Br | 2 Ba | 2 Gr | 2,338 sq ft",Starlight Homes,https://www.newhomesource.com/specdetail/281-logan-creek-drive-zebulon-nc-27597/2828531,Making homeownership more affordable.,Lower your monthly payments by taking advantage of a 4.99% interest rate!*,,,
313,"202 Golden Leaf Farms Road. Angier, NC 27501 ","From $524,000","202 Golden Leaf Farms Road. Angier, NC 27501","4 Br | 3.5 Ba | 2 Gr | 2,555 sq ft",Davidson Homes LLC,https://www.newhomesource.com/specdetail/202-golden-leaf-farms-road-angier-nc-27501/2811323,"Limited Time: Get up to $10,000 in closing costs!","For a limited time, Davidson Homes LLC is offering up to $10,000 in closing costs on select quick move-in homes.",,,
314,"Newport | Wake Forest, NC | Wake Forest, NC","From $523,999","Newport | Wake Forest, NC","3 Br | 3 Ba | 2 Gr | 2,831 sq ft",Taylor Morrison,https://www.newhomesource.com/plan/newport-taylor-morrison-wake-forest-nc/2523218,,,,,
315,"Wayland | Holly Springs, NC | Holly Springs, NC","From $679,999","Wayland | Holly Springs, NC","4 Br | 2.5 Ba | 2 Gr | 3,550 sq ft",Taylor Morrison,https://www.newhomesource.com/plan/wayland-taylor-morrison-holly-springs-nc/2575997,Reduced rates are here. Save Now!,Reduced rates just dropped: Conventional 30-year fixed rate 5.49% / 5.57% APR*,,,
316,"Tahoma | Raleigh, NC | Raleigh, NC","From $564,995","Tahoma | Raleigh, NC","3 Br | 3.5 Ba | 3 Gr | 2,395 sq ft",Toll Brothers,https://www.newhomesource.com/plan/tahoma-toll-brothers-raleigh-nc/2793808,,,,,
317,"121 Barn Door Drive. Lillington, NC 27546 ","From $409,900","121 Barn Door Drive. Lillington, NC 27546","5 Br | 3 Ba | 2 Gr | 2,427 sq ft",Chesapeake Homes,https://www.newhomesource.com/specdetail/121-barn-door-drive-lillington-nc-27546/2629357,We're Proud to Support Our Hometown Heroes,"This is why we offer special incentives for all school teachers, first responders, all active and retired military, and medical personnel¡­ enjoy $1000 in FREE Options with your purchase of one of our quality homes!",,,
318,"Sedona | Raleigh, NC | Raleigh, NC","From $401,990","Sedona | Raleigh, NC","3 Br | 2.5 Ba | 2 Gr | 1,955 sq ft",Pulte Homes,https://www.newhomesource.com/plan/sedona-pulte-homes-raleigh-nc/2706094,"$2,000 Incentive for Hometown Heroes!*",,,,
319,"115 Siebold Street. Garner, NC 27529 ","From $376,629","115 Siebold Street. Garner, NC 27529","3 Br | 2.5 Ba | 2 Gr | 1,742 sq ft",Mattamy Homes,https://www.newhomesource.com/specdetail/115-siebold-street-garner-nc-27529/2869387,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
320,"Cooper | Durham, NC | Durham, NC",Contact Builder for Details,"Cooper | Durham, NC","3 Br | 2.5 Ba | 2 Gr | 2,060 sq ft",Pulte Homes,https://www.newhomesource.com/plan/cooper-pulte-homes-durham-nc/3205561,"$2,000 Incentive for Hometown Heroes!*",,,,
321,"Wayland | Wake Forest, NC | Wake Forest, NC","From $549,999","Wayland | Wake Forest, NC","4 Br | 2.5 Ba | 2 Gr | 3,545 sq ft",Taylor Morrison,https://www.newhomesource.com/plan/wayland-taylor-morrison-wake-forest-nc/2523220,Reduced rates are here. Save Now!,Reduced rates just dropped: Conventional 30-year fixed rate 5.49% / 5.57% APR*,,,
322,"502 Gainer Dr. Raleigh, NC 27610 ","From $497,900","502 Gainer Dr. Raleigh, NC 27610","2 Br | 2 Ba | 2 Gr | 1,664 sq ft",Toll Brothers,https://www.newhomesource.com/specdetail/502-gainer-dr-raleigh-nc-27610/2811800,"Toll Brothers National Sales Event-Limited-Time Incentives*, extended through 2/17/25.","Don't miss this opportunity for special savings now to make the most of your new Toll Brothers home. Choose from a wide selection of move-in ready homes, homes nearing completion, or home designs ready to be built for you. Find your new home today.",,,
323,"2370 Bay Minette Station. Apex, NC 27502 ","From $499,999","2370 Bay Minette Station. Apex, NC 27502","4 Br | 3.5 Ba | 2 Gr | 2,227 sq ft",M/I Homes,https://www.newhomesource.com/specdetail/2370-bay-minette-station-apex-nc-27502/2784058,Built for Great Rates in Friendship Station Townhomes,"For a limited time in Friendship Station Townhomes, you can secure a 1/0 buydown with first-year rates as low as 4.375%* / 6.128% APR* on a 30-year FHA loan when you close on your new home by March 31, 2025.",,,
324,"Harper | Angier, NC | Angier, NC","From $358,999","Harper | Angier, NC","4 Br | 2.5 Ba | 2 Gr | 2,359 sq ft",Taylor Morrison,https://www.newhomesource.com/plan/harper-taylor-morrison-angier-nc/2988621,Reduced rates are here. Save Now!,Reduced rates just dropped: Conventional 30-year fixed rate 5.49% / 5.57% APR*,,,
325,"Carmine | Mebane, NC | Mebane, NC","From $314,000","Carmine | Mebane, NC","3 Br | 2.5 Ba | 2 Gr | 1,590 sq ft",Meritage Homes,https://www.newhomesource.com/plan/carmine-meritage-homes-mebane-nc/2969482,Love Where You Live,"We want you to find a home you'll love for years to come. That's why we're offering up to $25,000 in flexible financing incentives that can be used to buy down your rate, cover your closing costs or a mixture of both. T&Cs apply.",,,
326,"8710 Wardle Court. Wake Forest, NC 27587 ","From $394,999","8710 Wardle Court. Wake Forest, NC 27587","3 Br | 2.5 Ba | 2 Gr | 1,883 sq ft",Taylor Morrison,https://www.newhomesource.com/specdetail/8710-wardle-court-wake-forest-nc-27587/2892311,Reduced rates are here. Save Now!,Reduced rates just dropped: Conventional 30-year fixed rate 5.49% / 5.57% APR*,,,
327,"4409 Gehrig Lane. Raleigh, NC 27616 ","From $474,900","4409 Gehrig Lane. Raleigh, NC 27616","4 Br | 3 Ba | 2 Gr | 2,464 sq ft",Beazer Homes,https://www.newhomesource.com/specdetail/4409-gehrig-lane-raleigh-nc-27616/2709404,5.99% Interest rate on select quick move-in homes*,5.99% Interest rate on select quick move-in homes*,,,
328,"Supernova | Clayton, NC | Clayton, NC","From $395,990","Supernova | Clayton, NC","5 Br | 3 Ba | 2 Gr | 2,688 sq ft",Starlight Homes,https://www.newhomesource.com/plan/supernova-starlight-homes-clayton-nc/3148973,Making homeownership more affordable.,Lower your monthly payments by taking advantage of a 4.99% interest rate!*,,,
329,"70 Little Creek Dr. Lillington, NC 27546 ","From $347,637","70 Little Creek Dr. Lillington, NC 27546","3 Br | 2.5 Ba | 2 Gr | 2,412 sq ft",Mattamy Homes,https://www.newhomesource.com/specdetail/70-little-creek-dr-lillington-nc-27546/2809837,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
330,"Crestwind | Durham, NC | Durham, NC",Contact Builder for Details,"Crestwind | Durham, NC","2 Br | 2.5 Ba | 2 Gr | 1,940 sq ft",Pulte Homes,https://www.newhomesource.com/plan/crestwind-pulte-homes-durham-nc/3205563,"$2,000 Incentive for Hometown Heroes!*",,,,
331,"4742 Cypress Tree Lane. Raleigh, NC 27612 ","From $634,982","4742 Cypress Tree Lane. Raleigh, NC 27612","3 Br | 2.5 Ba | 2 Gr | 2,252 sq ft",Tri Pointe Homes,https://www.newhomesource.com/specdetail/4742-cypress-tree-lane-raleigh-nc-27612/2830514,Well-Being by Design,"Join our neighborhood interest list to be among the first to receive neighborhood updates, available homes, pricing, upcoming events and more! This info will help guide you in your new home search, and trust us, you will love what¡¯s ahead.",,,
332,"Discovery | Rolesville, NC | Rolesville, NC","From $364,990","Discovery | Rolesville, NC","4 Br | 2 Ba | 2 Gr | 2,121 sq ft",Starlight Homes,https://www.newhomesource.com/plan/discovery-starlight-homes-rolesville-nc/3216571,Making homeownership more affordable.,Lower your monthly payments by taking advantage of a 4.99% interest rate!*,,,
333,"Stella | Angier, NC | Angier, NC","From $341,999","Stella | Angier, NC","3 Br | 2.5 Ba | 2 Gr | 2,111 sq ft",Taylor Morrison,https://www.newhomesource.com/plan/stella-taylor-morrison-angier-nc/2988623,Reduced rates are here. Save Now!,Reduced rates just dropped: Conventional 30-year fixed rate 5.49% / 5.57% APR*,,,
334,"112 Fast Pitch Ln. Four Oaks, NC 27524 ","From $389,900","112 Fast Pitch Ln. Four Oaks, NC 27524","3 Br | 2.5 Ba | 2 Gr | 2,567 sq ft",Mattamy Homes,https://www.newhomesource.com/specdetail/112-fast-pitch-ln-four-oaks-nc-27524/2520403,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
335,"Summit | Lillington, NC | Lillington, NC","From $329,900","Summit | Lillington, NC","3 Br | 2.5 Ba | 2 Gr | 2,398 sq ft",Mattamy Homes,https://www.newhomesource.com/plan/summit-mattamy-homes-lillington-nc/2815450,Hometown Heroes,A Special Thank You to Our Hometown Heroes,Feb Campaign,,Fall in love with a new Mattamy quick move-in home and take advantage of special pricing and financial incentives.
336,"200 Regency Ridge Dr. Holly Springs, NC 27540 ","From $782,900","200 Regency Ridge Dr. Holly Springs, NC 27540","3 Br | 3 Ba | 3 Gr | 2,465 sq ft",Toll Brothers,https://www.newhomesource.com/specdetail/200-regency-ridge-dr-holly-springs-nc-27540/2810710,"Toll Brothers National Sales Event-Limited-Time Incentives*, extended through 2/17/25.","Don't miss this opportunity for special savings now to make the most of your new Toll Brothers home. Choose from a wide selection of move-in ready homes, homes nearing completion, or home designs ready to be built for you. Find your new home today.",,,
